DOI	Affiliations
10.1346/CCMN.2012.0600502	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT) Campus North, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Faculty of Agriculture, Ehime University Tarumi, 3-5-7, Matsuyama, Ehime Prefecture, 790-8566, Japan; Department of Chemistry, Faculty of Natural Science and Mathematics, Bogor Agricultural University, Kampus Darmaga, Bogor, West of Java, Indonesia; Institute of Nanotechnology (INT), Karlsruhe Institute of Technology (KIT) Campus North, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Analytical Chemistry, Chemo- and Biosensors, University of Regensburg, Universitätsstrabe 31, 93053 Regensburg, Germany
10.1590/S0006-87052012005000035	Universidade Estadual de Mato Grosso do Sul (UEMS), Rodovia Aquidauana, km 12, 79200-000 Aquidauana (MS), Brazil; Instituto Federal Goiano (IFG), Rodovia Sul Goiana, Km 1, 75901-970 Rio Verde (GO), Brazil
10.1039/c1cc16580a	Justus-Liebig-University Gießen, Institute of Applied Physics, Heinrich-Buff-Ring 16, Gießen, 35392, Germany; Karlsruhe Institute of Technology, Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; University of St Andrews, EaStCHEM School of Chemistry, North Haugh, St Andrews, KY16 9ST, United Kingdom
10.1063/1.4772685	Institute for Methods and Instrumentation for Synchrotron Radiation Research, Helmholtz-Zentrum Berlin GmbH, Albert-Einstein-Straße 15, 12489 Berlin, Germany; Institut für Physik und Astronomie, Universität Potsdam, Karl-Liebknecht-Straße 24/25, 14476 Potsdam, Germany; IFG Structural Dynamics of (Bio)chemical Systems, Max Planck Institute for Biophysical Chemistry, Am Faßberg 11, 37070 Göttingen, Germany; Abteilung Betrieb Beschleuniger BESSYII, Helmholtz-Zentrum Berlin GmbH, Albert-Einstein-Straße 15, 12489 Berlin, Germany; Stanford Synchrotron Radiation Lightsource, SLAC National Accelerator Laboratory, Menlo Park, CA 94025, United States; PULSE Institute, SLAC National Accelerator Laboratory, Menlo Park, CA 94025, United States; Linac Coherent Light Source, SLAC National Accelerator Laboratory, Menlo Park, CA 94025, United States; MAX-lab, PO Box 118, 221 00 Lund, Sweden; Advanced Study Group of the MPG, CFEL, Notkestraße 85, 22853 Hamburg, Germany; Institute ForMethods and Instrumentation for Synchrotron Radiation Research, Helmholtz-Zentrum Berlin GmbH, Albert-Einstein-Straße 15, 12489 Berlin, Germany; Paul Scherrer Institut, 5232 Villingen PSI, Switzerland
10.1109/INDUSCON.2012.6453113	Federal Institute of Goiás (IFG), Itumbiara, 75524-010, Brazil; Faculty of Electrical Engineering, Federal University of Uberlandia (UFU), Uberlandia, MG, 38400-902, Brazil
10.1016/j.sab.2012.10.001	Physikalisch-Technische Bundesanstalt, Abbestrasse 2-12, 10587 Berlin, Germany; IFG Institute for Scientific Instruments GmbH, Rudower Chaussee 29/31, 12489 Berlin, Germany
10.1145/2382636.2382675	Federal Institute of Goiás - IFG, Inhumas, Brazil; University of São Paulo - USP, Säo Carlos, Brazil; ICMC, Säo Carlos-SP, Brazil
10.1088/1748-0221/7/11/C11008	IFG Institute for Scientific Instruments GmbH, 12489 Berlin, Germany; BAM Federal Institute for Materials Research and Testing, 12489 Berlin, Germany; PNSensor GmbH, 80803 Munich, Germany; PNDetector GmbH, 81735 Munich, Germany; IAP Institute for Applied Photonics E.V., 12489 Berlin, Germany
10.1111/j.1463-6409.2012.00559.x	Department of Biology, Laboratory of Comparative Anatomy, Institute of Biosciences, Letters, and Exact Sciences, Sao Paulo State University - UNESP, Rua Cristosṕvao Colombo, 2265, Sao Josesṕ do Rio Preto, Sao Paulo 15054-000, Brazil; Laboratory of Insect Ecology, Department of Ecology, Federal University of Goiasṕs, Goiania, 74001-970, Brazil; Department of Biology, Laboratory of Comparative Anatomy, Institute of Biosciences, Letters, and Exact Sciences, Sao Paulo State University - UNESP, Rua Cristosṕvao Colombo, 2265, Sao Josesṕ do Rio Preto, Sao Paulo 15054-000, Brazil; Federal Institute of Goiasṕs - IFG, Campus Rio Verde, Rio Verde, Goiasṕs 75908-000, Brazil; Department of Biology, Laboratory of Zoology, University of Taubatesṕ - UNITAU, Taubatesṕ, Sao Paulo 12030-180, Brazil; Department of Zoology, Institute of Biosciences, Sao Paulo State University - UNESP, Botucatu, Sao Paulo 18618-970, Brazil
10.1007/s00170-012-3905-x	School of Mechanical Engineering, Federal University of Uberlândia, 1M Building, 2121 João Naves de Ávila Av., 38.408-100 Uberlândia MG, Brazil; Federal Institute of Education Science and Technology of Goiás-IFG, 75th Street 46, 74.055-110 Goiânia GO, Brazil
10.1155/2012/731298	Department of Electrical Engineering, Universidade Estadual Paulista (UNESP), Campus de Ilha Solteira, 15385-000 Ilha Solteira, SP, Brazil; Department of Academic Areas of Jataí, Federal Institute of Education (IFG), Science and Technology of Goiás, Câmpus Jataí, 75804-020 Jataí, GO, Brazil
10.1021/la302774h	Institute of Functional Interfaces (IFG), Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Applied Materials - Material Process Technology (IAM-WPT), Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Nanotechnology (INT), Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Biology, University of Stuttgart, Pfaffenwaldring 57, 70550 Stuttgart, Germany; Physical Institute, Center for Nanotechnology (CeNTech), Westfälische Wilhelms-Universität, Münster, Germany
10.1016/j.palaeo.2011.10.002	Instituto Federal de Goiás-IFG, Rua 75, n 45, Goiânia, GO, 74055-110, Brazil; The University of Texas at Austin, Department of Geography and the Environment, 1 University Station, A3100, Austin, TX, 78712, United States
10.2166/wst.2012.299	DVGW-Technologiezentrum Wasser (TZW), Karlsruher Str. 84, 76139 Karlsruhe, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Karlsruhe, Germany
10.1007/s10750-012-1111-3	Institut d'Ecologia Aquàtica, Campus Montilivi, Facultat de Ciències, Universitat de Girona, 17071 Girona, Spain; Institut Català de Recerca de l'Aigua (ICRA), Edifici H20, 101 Emili Grahit, 17003 Girona, Spain; Microbiology of Natural and Technical Interfaces Department, Institute of Functional Interfaces (IFG), Forschungszentrum Karlsruhe, P.O. Box 3640, 76021 Karlsruhe, Germany; Cemagref, UR REBX, 50 Avenue de Verdun, 33612 Cestas Cedex, France
10.1039/c2jm32849f	Ruhr-Universität Bochum, Anorganische Chemie i - Festkörperchemie und Materialien, D-44780 Bochum, Germany; Institut für Funktionelle Grenzflächen (IFG), Karlsruhe Institute of Technology, D-76021 Karlsruhe, Germany
10.1021/jp3020832	IFG Structural Dynamics of (Bio)chemical Systems, Max Planck Institute for Biophysical Chemistry, 37070 Göttingen, Germany; C/o HASYLAB, DESY, Notkestrasse 85, 22607 Hamburg, Germany; Institut für Geowissenschaften, Facheinheit Mineralogie, Universität Frankfurt, Altenhöferallee 1, 60438 Frankfurt am Main, Germany; Mineralogisch-Petrographisches Institut, Universität Hamburg, Grindelallee 48, 20146 Hamburg, Germany; European Synchrotron Radiation Facility, 38043 Grenoble, France
10.1063/1.4751286	Institute of Applied Materials (IAM), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.5027/andgeoV39n3-a06	Centro de Investigaciones Geológicas, Universidad Nacional de La Plata-CONICET, Calle 1 No 644, La Plata, Argentina; Laboratorio de Paleontología, IFG, Universidad Nacional de Rosario, Pellegrini 250, Rosario, Argentina
10.1016/j.clay.2012.06.009	Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; TU Bergakademie Freiberg, Institute of Biological Sciences, Leipziger Str. 29, 09599 Freiberg, Germany
10.1103/PhysRevB.86.064303	Deutsches Elektronen-Synchrotron DESY, Notkestraße 85, D-22607 Hamburg, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Angewandte Physikalische Chemie, Ruprecht-Karls-Universität Heidelberg, Im Neuenheimer Feld 253, D-69120 Heidelberg, Germany; Van't Hoff Laboratory for Physical and Colloid Chemistry, Debye Institute for Nanomaterials Science, Utrecht University, Padualaan 8, 3584 CH Utrecht, Netherlands; Institut für Röntgenphysik, Georg-August-Universität Göttingen, Friedrich-Hund-Platz 1, D-37077 Göttingen, Germany; National Research Nuclear University, MEPhI, 115409 Moscow, Russian Federation; European XFEL GmbH, Albert-Einstein-Ring 19, D-22761 Hamburg, Germany
10.1039/c2cp23748b	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; National Synchrotron Radiation Laboratory (NSRL), University of Science and Technology of China (USTC), Hefei 230029, China
10.1002/cphc.201200262	Inorganic Chemistry, Science and Engineering, University of Siegen, Adolf-Reichwein-Straße 2, 57076 Siegen, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), 76021 Karlsruhe, Germany; Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.1145/2307729.2307777	DHV Speyer, Freiherr-vom-Stein-Str. 2, D-67324 Speyer, Germany; Institute for eGovernment (IfG.CC), Am Neuen Markt 9c, D-14467 Potsdam, Germany
10.1016/j.foodchem.2012.02.009	Instituto Federal de Goiás - IFG, Formosa, Goiás, Brazil; Departamento de Bioquímica e Tecnologia Química, Instituto de Química, Universidade Estadual Paulista Julio de Mesquita Filho, Araraquara, São Paulo, Brazil; Departamento de Análises Clínicas, Universidade Estadual de Ponta Grossa, Ponta Grossa, Paraná, Brazil; Departamento de Farmácia, Universidade Estadual Do Centro-Oeste, Rua Simeão Camargo Varelá de Sá 03, Guarapuava, Paraná 85040-080, Brazil
10.1590/S1516-35982012000700029	Universidade Estadual de Goiás, Curso de Engenharia Agrícola, UnUCET. Campus Dr. Henrique Santillo, Rodovia BR 153, km 98, 75110-390, Anápolis, GO, Brazil; IFG-Instituto Federal Goiano, Campus de Urutaí, Brazil; Curso de Engenharia Agrícola, UEG, PIBIC, Brazil; Curso de Engenharia Agrícola, UEG, PIBIC-CNPq/UEG, Brazil
10.1016/j.jnutbio.2011.03.022	Department of Nutritional Toxicology, Institute for Nutrition, Biological-Pharmaceutical Faculty, Friedrich-Schiller-University Jena, 07743 Jena, Germany; Department of Microbiology of Natural and Technical Interfaces, Institute of Functional Interfaces (IFG), Research Center Karlsruhe, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.1109/TPWRD.2012.2193602	Nucleus of Research and Extension in Sustainable Process Technology, Electrotechnical Department, Federal Institute of Goias (IFG), Goiania 74055-110, Goias, Brazil; Institute of Systems and Robotics (ISR), University of Coimbra, Coimbra 3030-290, Portugal; Electrical and Computer Engineering School, Federal University of Goias (UFG), Goiania 74605-010, Goias, Brazil; University of São Paulo (USP), Luiz de Queiroz College of Agriculture (ESALq), Piracicaba 13418-900, São Paulo, Brazil; Nucleus Research and Development, Department of Electrical Engineering, Electromagnetism and Electric Grounding Systems, Federal University of Uberlandia (UFU), Uberlandia 38400-902, Minas Gerais, Brazil
10.1002/cphc.201200222	Faculty of Chemistry and Pharmacy, University of Sofia, 1126 Sofia, Bulgaria; Institut für Funktionale Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Postfach 3640, 76021 Karlsruhe, Germany; Technische Chemie, Ruhr-Universität Bochum, 44801 Bochum, Germany; School of Engineering and Science, Jacobs University Bremen, 28759 Bremen, Germany
10.4202/app.2010.0118	Laboratorio de Paleontología, IFG-FCEIA, Universidad Nacional de Rosario, Pellegrini 250, 2000 Rosario, Argentina; Departamento de Física, Instituto de Física de Rosario, Universidad Nacional de Rosario, Pellegrini 250, 2000 Rosario, Argentina; Natural History Museum, University of Oslo, Sars gt. 1, 0562 Oslo, Norway
10.1371/journal.pone.0037296	Applied Physical Chemistry, University of Heidelberg, Heidelberg, Germany; Institute for Functional Interfaces, IFG, Karlsruhe Institute of Technology, Karlsruhe, Germany; Department of Cell and Developmental Biology, Biocenter of the University of Würzburg, Würzburg, Germany; Biophysical Chemistry, University of Heidelberg, Heidelberg, Germany; Max Planck Institute for Intelligent Systems, Stuttgart, Germany
10.1002/smll.201102163	Institute of Microstructure Technology (IMT), KIT, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Organic Chemistry (IOC), KIT, Fritz-Haber-Weg 6, 76131 Karlsruhe, Germany; Clemens-Schöpf-Institute of Organic Chemistry and Biochemistry, Technical University of Darmstadt, Petersenstraße 22, 64287 Darmstadt, Germany; Institute of Functional Interfaces (IFG), KIT, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.1080/08927014.2012.689288	Institute for Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Herrmann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Applied Physical Chemistry, Ruprecht-Karls-University Heidelberg, Im Neuenheimer Feld 253, 69120 Heidelberg, Germany; School of Biosciences, University of Birmingham, Birmingham B15 2TT, United Kingdom
10.1007/s00216-011-5435-z	Institute for Applied Materials (IAM), WPT, Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institut für Physikalische Chemie I, Universität Freiburg, Albertstraße 21, 79104 Freiburg, Germany; Peter Grünberg Institute (PGI-9), Forschungszentrum Jülich, Leo-Brand-Straße, 52428 Jülich, Germany; Institute for Microsystem Technology (IMTEK), University of Freiburg, Georges-Köhler-Allee 102, 79110 Freiburg, Germany
10.1021/la300457z	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology, PO Box 3640, 76021 Karlsruhe, Germany; Applied Physical Chemistry, University Heidelberg, 69120 Heidelberg, Germany
10.3233/WOR-2012-0119-4460	Federal Institute of Goiás, IFG, Goiânia-GO, Brazil; PPGEP Federal University of Santa Catarina, UFSC, Florianopolis- SC, Brazil
10.1039/c2cp40072c	Max-Planck-Institut für Eisenforschung GmbH, D-40237 Düsseldorf, Germany; Karlsruhe Institute of Technology, Institute of Functional Interfaces (IFG), D-76344 Eggenstein-Leopoldshafen, Germany; Physical Chemistry i, Ruhr-University Bochum, D-44780 Bochum, Germany
10.1007/978-3-642-28885-2_17	PUC-Rio, Rio de Janeiro, Brazil; IFG, Jataí, Brazil
10.1016/S1369-7021(12)70046-9	Institut für Funktionelle Grenzflächen, IFG, Karlsruher Institut für Technologie (KIT), 76021 Karlsruhe, Germany
10.1002/jnm.823	Fed. Univ. of Uberlandia Electromagnetism and Elec. Grounding Syst. Research and Development Nucleus, Electrical Engineering Department Minas Gerais, Uberlandia 38.400-902, Brazil; Federal Institute of Goias-IFG Goias, Rua 72, Qd. 46, Centro, Goiania, Goias 74.815-490, Brazil; Federal University of Goias, UFG Brazil Electrical and Computer Engineering School Goias, Av. Universitaria, 1488 Qd. 86 Bl. A, Goiania, Goias 74.605-010, Brazil
10.1016/j.mimet.2011.11.012	Karlsruhe Institute of Technology (KIT)-Campus North, Institute of Functional Interfaces (IFG), Microbiology of Natural and Technical Interfaces Department, P.O. Box 3640, D-76021 Karlsruhe, Germany
10.1002/ar.21524	Post-graduation Program in Animal Biology, Department of Biology, São Paulo State University (UNESP), São José do Rio Preto, São Paulo, Brazil; Department of Biology, Goiás Federal Institute (IFG), Campus Rio Verde, Goiás, Brazil; Department of Biology, São Paulo State University (UNESP), São José do Rio Preto, São Paulo, Brazil
10.1002/anie.201104240	Department of Inorganic Chemistry II, Organometallics and Materials Chemistry, Ruhr-Universität Bochum, 44870 Bochum, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), 76344 Karlsruhe, Germany
10.1063/1.3674165	Physik Department E20, Technische Universität München, James-Franck-Straße 1, D-85748 Garching, Germany; Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, D-14195 Berlin, Germany; Institut für Funktionelle Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Hermann-von-Helmholtz-Platz 1, D-76344 Eggenstein-Leopoldshafen, Germany
10.1590/S1415-43662012001200012	IFG, Câmpus Aparecida de Goiânia, Av. Univ., CEP 74968-755, Aparecida de Goiânia, GO, Brazil; UEG, Unucet, BR 153, Quadra Área, Km 99, CEP 75132-903, Anápolis, GO, Brazil
10.4000/geomorphologie.9990	Centre Universitaire de Recherche et D'application en Télé détection (CURAT), Université de Cocody-Abidjan, Abidjan 22, Cote d'Ivoire; Laboratoire de Télédétection Appliquée (LTA), Université Cheik Anta Diop de Dakar, Dakar-Fann-Sénégal, France; Département de Géosciences, Laboratoire de Géomatique, Université de Fribourg, 1700 Fribourg, Switzerland; Laboratoire de Géomorphologie et Télédétection, Unité de Géographic Physique, Université de Liège, Allée du 6 Août, 4000 Liège, Belgium; Laboratoire de Géomatériaux, Institut Francilien des Géosciences (IFG), Université de Marne-La-Vallée, Boulevard Descartes, 77454 Marne-La-Vallée cedex 2, France
10.3139/120.110370	Zwick GmbH and Co. KG, VDI/VDE-Gesellschaft für Mess- Und Automatisierungstechnik (GMA), Ulm, Germany; KB Prüftechnik GmbH, Weinheim, Germany; Leymann GmbH, Langenhagen, Germany; DAkkS, Recklinghausen, Germany; Fachbereich Metallurgie und Werkstofftechnik für das IfG, Institut für Gießereitechnik GmbH, Düsseldorf, Germany; Geschäftsführer und Inhaber der Ahotec E.K. Werkstoffprü ftechnik, Remscheid, Germany; Werkzeugmaschinen und Fertigungstechnik, Hannover, Germany
10.4322/floram.2012.009	Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG, Brazil; Centro Nacional de Pesquisa de Florestas - Embrapa Florestas, Brazil
10.3917/her.145.0150	IFG Paris-VIII, France
10.1007/s13758-012-0026-x	Institute of Functional Interfaces, IFG, Karlsruhe Institute of Technology, PO Box 3640, 76021 Karlsruhe, Germany; Applied Physical Chemistry, University of Heidelberg, 69120 Heidelberg, Germany
10.1504/IJNT.2012.045348	CINaM-CNRS, Aix-Marseille Université, Campus de Luminy - Case 913-13288, Marseille, France; IFG GmbH, 29/31 Rudower-chaussee, 12489 Berlin, Germany; HZB-BESSY, Institute Nanometre Optics and Technology, Albert Einstein Strasse, 15, 12489 Berlin, Germany; Cie AXESS TECH, 750 Chemin de Beaupré, 13760, Saint Cannat, France; Cie LovaLite, 18 Rue A.Savary, 25000 Besançon, France
10.4322/natcon.2011.026	Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales (CSIC), Madrid, Spain; Departamento de Ecologia, Instituto de Ciências Biológicas-ICB, Universidade Federal de Goiás-IFG, Goiânia, GO, Brazil
10.1590/S0100-46702011000200006	UEPG, Universidade Estadual de Ponta Grossa, Departamento de Análises Clinicas eToxicológicas, Av. General Carlos Cavalcanti, 4748, Uvaranas, Ponta Grossa - PR CEP: 84030-900, Brazil; IFG, Instituto Federal de Goia Ás, Campus de Formosa, Formosa - GO, Brazil; UFGD, Universidade Federal da Grande Dourados, Faculdade de Ciências Exatas e Tecnologias, Dourados-MS, Brazil; UNESP, Universidade Estadual Paulista Júlio de Mesquita Filho, Faculdade de Ciências de Bauru, Bauru-SP, Brazil
10.1371/journal.pone.0027615	Microbiology of Natural and Technical Interfaces Department, Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; German National Academic Foundation, Bonn, Germany; Department of Biology for Engineers and Biotechnology of Wastewater Treatment (IBA), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Department of Microbiology, Institute for Applied Biosciences, Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany
10.1524/teme.2011.0162	BAM Bundesanstalt für Materialforschung und-prüfung, Richard-Willstätter-Str. 11, D-12489 Berlin, Germany; IfG-Institute for Scientific Instruments GmbH, e.V., Rudower Chaussee 29/31, D-12489 Berlin, Germany; IAP Institut für angewandte Photonik, e.V., Rudower Chaussee 29/31, D-12489 Berlin, Germany
10.1002/adfm.201101592	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Karlsruhe, Germany; Inorganic Chemistry II, Ruhr University Bochum, Universitätsstr. 150, 44801 Bochum, Germany
10.1103/PhysRevLett.107.208101	Applied Physical Chemistry, Ruprecht-Karls-University Heidelberg, Im Neuenheimer Feld 253, 69120 Heidelberg, Germany; Laser-Laboratorium Göttingen, Hans-Adolf-Krebs-Weg 1, 37077 Göttingen, Germany; Institute for X-Ray Physics, Georg-August-University Göttingen, Friedrich-Hund-Platz 1, 37077 Göttingen, Germany; X-Ray Science Division, Argonne National Laboratory, 9700 South Cass Avenue, Argonne, IL 60439, United States; Institute of Functional Interfaces, IFG, Karlsruhe Institute of Technology, PO Box 3640, 76021 Karlsruhe, Germany
10.2108/zsj.28.840	Gois Federal Institute (IFG) Campus RioVerde, Gois, Brazil; Program in Animal Biology, Department of Biology, São Paulo State University (UNESP), São Jos do Rio Preto, São Paulo, Brazil; Department of Biology, São Paulo State University (UNESP), São Jos do Rio Preto, São Paulo, Brazil
10.1039/c1cc12543e	Institut für Funktionelle Grenzflächen (IFG), KIT, Karlsruhe, Germany; Organische Chemie 1, Department Chemie und Biologie, Universität Siegen, Siegen, Germany; Steinbuch Center for Computing, KIT, Karlsruhe, Germany; DFG Center for Functional Nanostructures, Karlsruher Institut für Technologie (KIT), Karlsruhe, Germany; Institut für Nanotechnology (INT), KIT, Karlsruhe, Germany
10.1016/j.nima.2011.05.080	PNSensor GmbH, Römerstraße 28, 80803 München, Germany; PNDetector GmbH, Emil-Nolde-Straße 10, 81735 München, Germany; Institut für Angewandte Photonik E.V., Rudower Chaussee 29/31, 12489 Berlin, Germany; BAM Federal Institute for Materials Research and Testing, Richard-Willstätter-Straße 11, 12489 Berlin, Germany; IFG Institute for Scientific Instruments GmbH, Rudower Chaussee 29/31, 12489 Berlin, Germany; Helmholtz Centre Berlin for Materials and Energy, Hahn-Meitner-Platz 1, 14109 Berlin, Germany; Max-Planck-Institut für Extraterrestrische Physik, Giessenbachstraße, 85748 Garching, Germany; Max-Planck-Institut Halbleiterlabor, Otto-Hahn-Ring 6, 81739 München, Germany
10.1002/adma.201102875	Preparative Macromolecular Chemistry, Institut für Technische Chemie und Polymerchemie, Karlsruhe Institute of Technology (KIT), Engesserstrasse 18, 76128 Karlsruhe, Germany; Institute for Applied Materials (IAM-WPT), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute for Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.1039/c1ja10069f	BAM Federal Institute for Materials Research and Testing, Richard-Willstätter-Str. 11, D-12489, Berlin, Germany; IAP Institut für Angewandte Photonik E.V., Rudower Chaussee 29/31, D-12489, Berlin, Germany; IFG Institute of Scientific Instruments GmbH, Rudower Chaussee 29/31, D-12489, Berlin, Germany; PNSensor GmbH, Römerstrasse 28, 80803, München, Germany; Humboldt-Universität zu Berlin, Chemistry Department, Brook-Taylor-Strasse 2, D-12489, Berlin, Germany
10.1007/s00216-011-5227-5	Karlsruhe Institute of Technology (KIT), P.O. Box 36 40, Karlsruhe 76021, Germany; Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), P.O. Box 36 40, Karlsruhe 76021, Germany
10.1039/c1cp20153k	Applied Physical Chemistry, University of Heidelberg, Im Neuenheimer Feld 253, 69120 Heidelberg, Germany; Biophysical Chemistry, University of Heidelberg, Im Neuenheimer Feld 253, 69120 Heidelberg, Germany; Max-Planck-Institute for Intelligent Systems, Heisenbergstraße 3, 70569 Stuttgart, Germany; Institute for Functional Interfaces, IFG, Karlsruhe Institute of Technology, PO Box 3640, 76021 Karlsruhe, Germany
10.1109/TNS.2011.2160559	INFN, Sezione di Milano, 20133 Milano, Italy; XFEL GmbH, 22761 Hamburg, Germany; Dipartimento. di Elettronica e Informazione, Politecnico di Milano, 20133 Milano, Italy; Sincrotrone Trieste SCpA, 34149 Trieste, Italy; INFN, Sezione di Trieste, 34127 Trieste, Italy; IfG - Institute for Scientific Instruments GmbH, 12489 Berlin, Germany
10.1109/EEEIC.2011.5874608	Electromagnetism and Electric Grounding Systems Nucleus Research and Development, Federal University of Uberlandia - UFU, Brazil; Federal University of Goiás - UFG, School of Electrical and Computer Engineering, Brazil; Federal Institute of Goias - IFG, Brazil
10.1007/s00216-011-5065-5	Microbiology of Natural and Technical Interfaces Department, Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT)-Northern Campus, Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen 76344, Germany; Research Group: Receptor-Ligand Interactions, Institute of Organic Chemistry, Karlsruhe Institute of Technology (KIT)-Southern Campus, Fritz-Haber-Weg 6, Karlsruhe 76131, Germany
10.1021/jp200146v	Lehrstuhl für Theoretische Chemie, Ruhr-Universität Bochum, 44780 Bochum, Germany; Lehrstuhl für Physikalische Chemie i, Ruhr-Universität Bochum, 44780 Bochum, Germany; Lehrstuhl für Technische Chemie, Ruhr-Universität Bochum, 44780 Bochum, Germany; Interdisziplinäres Zentrum für Molekulare Materialien (ICMM), Computer-Chemie-Centrum (CCC), Friedrich-Alexander-Universität Erlangen-Nürnberg, Nägelsbachstr. 25, 91052 Erlangen, Germany; Institut für Funktionelle Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Kaiserstr. 12, 76131 Karlsruhe, Germany
10.1021/ja2037996	Karlsruhe Institute of Technology, Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Technische Universität Dortmund, Fakultät Physik/DELTA, 44221 Dortmund, Germany; Inorganic Chemistry II, Ruhr University Bochum, Bochum, Germany
10.1002/adfm.201001940	Physik Department E20, TU München, James-Franck Str. 1, D-85748 Garching, Germany; Christian-Albrechts-Universität, Kiel Kaiserstr. 2, D-24143 Kiel, Germany; Institut für Funktionelle Grenzfl Ächen (IFG), Karlsruher Institut für Technologie (KIT), Hermann-von-Helmholtz-Platz 1, D-76344 Eggenstein-Leopoldshafen, Germany; Institut für Nanotechnologie (INT), Karlsruher Institut für Technologie (KIT), Hermann-von-Helmholtz-Platz 1, D-76344 Eggenstein-Leopoldshafen, Germany; Institute de Physique et Chimie de Matériaux de Strasbourg (IPCMS), CNRS, Université de Strasbourg, 67034 Strasbourg, France
10.4013/htu.2011.152.12	UFG, Brazil; UNESP, Brazil; Instituto Federal de Goiás - IFG, Av. Pedro Ludovico, s/n, Reny Cury, 75131-500, Anápolis, GO, Brazil
